24,1,3600,2,0,0,0.9999722222222223
25,1,3600,0,0,0,2.6137380952383213
44,1,3600,0,0,0,0.0
23,1,3600,2,0,0,0.9999722222222223
3,1,3600,2,0,0,2.6486846064816874
54,0,3600,0,0,0,0.0
53,0,3600,0,0,0,2.0646736111114707
39,1,3600,0,0,0,0.0
63,0,3600,2,0,0,1.9999444444444445
65,0,3600,2,0,0,1.9999444444444445
0,1,3600,2,0,0,2.7657359588207937
38,1,3600,0,0,0,0.0
6,1,3600,2,0,0,0.9999722222222223
16,1,3600,0,0,0,2.5247879629632384
5,1,3600,2,0,0,1.6437500000000198
52,0,3600,2,0,0,1.9662604166671316
17,1,3600,2,0,0,1.3347777777780785
28,1,3600,0,0,0,2.5370172619050115
51,0,3600,0,0,0,0.0
55,0,3600,4,0,0,1.2400555555565478
30,1,3600,0,0,0,2.476625000000264
42,1,3600,0,0,0,0.0
50,0,3600,0,0,0,2.2058136574077083
37,1,3600,0,0,0,0.0
19,1,3600,2,0,0,2.3231111111114116
62,0,3600,4,0,0,2.1798194444448327
31,1,3600,0,0,0,2.5582708333335233
49,1,3600,0,0,0,2.136625000000362
22,1,3600,0,0,0,2.5095990740743646
59,0,3600,0,0,0,2.0491388888892867
41,1,3600,0,0,0,0.0
26,1,3600,2,0,0,2.754992063492208
35,1,3600,0,0,0,2.3348611111114908
66,0,3600,0,0,0,0.0
56,0,3600,0,0,0,0.0
40,1,3600,0,0,0,0.0
10,1,3600,1,0,0,1.1707222222226616
21,1,3600,1,0,0,0.18238888888932825
46,1,3600,0,0,0,0.0
48,1,3600,1,0,0,2.409895833333662
34,1,3600,0,0,0,0.9999722222222223
20,1,3600,0,0,0,0.0
9,1,3600,2,0,0,2.6974861111112887
61,0,3600,4,0,0,2.4388611111113456
58,0,3600,2,0,0,2.3903611111113614
15,1,3600,2,0,0,0.9999722222222223
47,1,3600,0,0,0,0.9999722222222223
12,1,3600,0,0,0,0.9999722222222223
2,1,3600,2,0,0,2.791986491228185
14,1,3600,0,0,0,0.9999722222222223
11,1,3600,0,0,0,1.360472222223105
1,1,3600,2,0,0,2.77452483796309
64,0,3600,0,0,0,0.0
27,1,3600,0,0,0,2.5954328703705807
36,1,3600,0,0,0,0.0
8,1,3600,2,0,0,2.4984722222221643
45,1,3600,0,0,0,2.479930555555811
13,1,3600,0,0,0,0.6997499999999688
4,1,3600,0,0,0,2.639476273148363
29,1,3600,0,0,0,2.5312185846563504
33,1,3600,0,0,0,0.9999722222222223
43,1,3600,0,0,0,0.0
32,1,3600,1,0,0,0.6128333333345916
60,0,3600,2,0,0,2.756083333333426
7,1,3600,2,0,0,0.9999722222222223
18,1,3600,0,0,0,0.0
57,0,3600,2,0,0,1.9999444444444445
43,1,7200,0,0,0,0.0
13,1,7200,0,0,0,0.29739374999998675
45,1,7200,0,0,0,2.431007465277102
16,1,7200,0,0,0,2.5385696064808903
57,0,7200,2,21706,0,0.8499763888888889
55,0,7200,4,0,0,0.581396527777981
21,1,7200,1,0,0,0.0775152777779645
8,2,7200,0,0,0,1.2195124999999887
40,1,7200,0,0,0,0.0
0,1,7200,5,0,0,2.7164157907840334
5,2,7200,2,0,0,0.6985937500000083
51,0,7200,0,0,0,0.0
14,1,7200,3,0,0,1.2574225694443184
17,1,7200,2,0,1,0.5672805555556834
2,1,7200,5,0,0,2.727814146852564
22,1,7200,0,0,0,2.5233299999994174
30,1,7200,2,0,0,2.4570170138882066
44,1,7200,0,0,0,0.0
59,0,7200,0,0,0,1.8817041087958934
24,2,7200,2,0,0,1.0017520833331384
23,1,7200,2,0,0,0.42498819444444447
25,1,7200,1,0,4,2.6679699735446043
64,0,7200,0,0,0,0.0
1,1,7200,5,0,0,2.7132642598379113
39,1,7200,0,0,0,0.0
52,0,7200,2,2608,0,1.8306040856478432
35,1,7200,0,0,0,2.34072777777688
